Id,Prenom,Nom,Note
8458,Mila,Leclercq,10.08
8459,Adam,Lemaire,5.59
8460,Louis,Francois,1.92
8461,Mathis,Guerin,18.97
8462,Eva,Renard,14.15
8463,Zoé,Gaillard,14.53
8464,Jeanne,Rousseau,18.67
8465,Tom,Payet,8.76
8466,Lola,Pierre,2.11
8467,Gabriel,Joly,6.82
8468,Adèle,Mercier,18.01
8469,Arthur,Dumas,4.73
8470,Enzo,Dumont,18.97
8471,Lucie,Guerin,11.72
8472,Ava,Roger,8.75
8473,Augustin,Gaillard,16.84
8474,Jules,Andre,11.33
8475,Léna,Lucas,3.84
8476,Lucas,Denis,7.34
8477,Lou,Pierre,18.63
8478,Nino,Boyer,12.85
8479,Emy,Perrin,1.91
8480,Léonie,Renaud,12.62
8481,Ibrahim,Pierre,13.99
8482,Juliette,Simon,11.7
8483,Louis,Rolland,6.8
8484,Nathan,Gaillard,7.4
8485,Sofia,Philippe,15.95
8486,Nathan,Rousseau,13.6
8487,Théo,Henry,19.42
8488,Eden,Bertrand,18.27
8489,Mathis,Lucas,0.09
8490,Imran,Brunet,7.47
8491,Robin,Fontaine,6.13
8492,Nino,Lecomte,2.55
8493,Louna,Joly,11.09
8494,Paul,Noel,19.36
8495,Lou,Fournier,10.34
8496,Luna,Girard,3.5
8497,Iris,Pierre,15.23
8498,Eva,Payet,1.91
8499,Eliott,Payet,8.4
8500,Chloé,Roger,10.82
8501,Sacha,Renard,14.37
8502,Emy,Lucas,6.85
8503,Lucas,Lambert,7.31
8504,Tom,Caron,0.22
8505,Robin,Faure,12.62
8506,Inès,Guerin,9.23
8507,Louise,Barbier,19.31
8508,Ayden,Renard,15.71
8509,Ibrahim,Gauthier,10.36
8510,Adèle,Renard,19.13
8511,Enzo,Clement,14.54
8512,Jeanne,Benoit,4.42
8513,Ayden,Andre,8.92
8514,Victoria,Martinez,7.33
8515,Ambre,Duval,18.78
8516,Nino,Brunet,17.24
8517,Anna,Dufour,12.08
8518,Ava,Fournier,19.65
8519,Rayan,Morel,4.93
8520,Alix,Laurent,9.48
8521,Milo,Boyer,19.23
8522,Liam,Duval,4.85
8523,Arthur,Payet,9.9
8524,Olivia,Noel,11.85
8525,Maël,Leclercq,9.17
8526,Lucas,Aubert,14.4
8527,Malo,Laurent,5.47
8528,Axel,Colin,2.28
8529,Anna,Roy,4.25
8530,Chloé,Perrin,15.77
8531,Marius,Nicolas,17.1
8532,Rayan,Noel,13.5
8533,Mohamed,Legrand,8.26
8534,Emy,Chevalier,7.22
8535,Louis,Gerard,1.66
8536,Mya,Lefevre,2.03
8537,Isaac,Roger,5.78
8538,Sofia,Andre,19.0
8539,Romy,Brun,13.92
8540,Sacha,Arnaud,13.85
8541,Nina,Petit,6.4
8542,Tiago,Faure,10.6
8543,Lucas,Dubois,1.97
8544,Milo,Muller,1.52
8545,Alice,Richard,1.1
8546,Olivia,Richard,8.62
8547,Mia,Mercier,15.78
8548,Juliette,Durand,16.58
8549,Nathan,Roger,2.44
8550,Alice,Petit,7.25
8551,Mohamed,Morel,2.47
8552,Mohamed,Marie,8.56
8553,Sofia,Lefebvre,15.41
8554,Paul,Simon,18.69
8555,Léo,Roux,17.76
8556,Arthur,Lefebvre,16.33
8557,Léa,Fabre,2.58
8558,Romane,Blanchard,1.08
8559,Agathe,Dufour,11.95
8560,Emy,Gautier,3.04
8561,Mathis,Perrin,9.75
8562,Marius,Garnier,19.0
8563,Agathe,Mathieu,8.45
8564,Rose,Laurent,5.13
8565,Augustin,Giraud,18.07
8566,Amir,Morel,5.9
8567,Agathe,Francois,18.43
8568,Martin,Blanc,19.39
8569,Jeanne,Payet,1.75
8570,Mya,Gerard,7.85
8571,Eden,Gerard,13.44
8572,Agathe,Vincent,8.93
8573,Juliette,Masson,8.64
8574,Gaspard,Denis,3.96
8575,Adam,Gerard,19.74
8576,Robin,Francois,15.09
8577,Théo,Leclerc,5.26
8578,Sofia,Faure,16.21
8579,Arthur,Renaud,7.1
8580,Elio,Bertrand,18.81
8581,Gabriel,Leclerc,19.63
8582,Chloé,Joly,7.88
8583,Axel,Roche,4.05
8584,Nino,Dufour,18.03
8585,Ethan,Morel,2.0
8586,Liam,Dumas,15.06
8587,Rose,Richard,0.28
8588,Mia,Robert,3.89
8589,Lina,Olivier,3.53
8590,Axel,Leclerc,19.47
8591,Lyana,Picard,5.16
8592,Sofia,Blanc,15.82
8593,Ayden,Noel,10.12
8594,Jules,Guillaume,6.8
8595,Sofia,Riviere,16.73
8596,Enzo,Dumas,0.44
8597,Nathan,Rolland,6.48
8598,Romane,Roy,14.85
8599,Elena,David,1.52
8600,Lucie,Marchand,5.78
8601,Victoire,Benoit,4.72
8602,Alice,Leclercq,11.59
8603,Alix,Giraud,13.17
8604,Jeanne,Rolland,19.78
8605,Louis,Gaillard,12.01
8606,Gaspard,Robin,19.38
8607,Victoire,Mathieu,4.24
8608,Sacha,Girard,3.06
8609,Tiago,Bourgeois,1.78
8610,Raphaël,Vincent,19.7
8611,Lola,Guerin,5.62
8612,Victoria,Francois,0.99
8613,Ambre,Fournier,17.99
8614,Gaspard,Francois,4.76
8615,Luna,Leroux,12.2
8616,Mathis,Thomas,16.29
8617,Léna,Faure,8.42
8618,Milo,Petit,17.73
8619,Léna,Rousseau,19.23
8620,Giulia,Dumont,19.26
8621,Victor,Marchand,11.66
8622,Maël,Guillaume,7.1
8623,Timéo,Leroy,1.7
8624,Nina,Morel,7.76
8625,Louna,Lacroix,12.6
8626,Maël,Meunier,17.79
8627,Lucas,Girard,11.01
8628,Léon,Lefevre,13.14
8629,Lina,Picard,19.84
8630,Margaux,Muller,17.86
8631,Malo,Lemoine,5.62
8632,Théo,Duval,4.62
8633,Louna,Fontaine,4.25
8634,Isaac,Barbier,19.61
8635,Hugo,Martin,15.18
8636,Valentin,Rolland,9.86
8637,Nathan,Renard,2.71
8638,Luna,Roche,6.49
8639,Martin,Dupont,4.81
8640,Luna,Bernard,12.36
8641,Lou,Vidal,9.47
8642,Imran,Fontaine,12.21
8643,Ayden,Garcia,10.58
8644,Léo,Meunier,4.05
8645,Olivia,Schmitt,18.13
8646,Ayden,Leclercq,9.64
8647,Naël,Vidal,3.65
8648,Aaron,Renard,10.14
8649,Mathis,Moreau,3.02
8650,Jade,Petit,3.98
8651,Axel,Lemaire,15.83
8652,Imran,Roche,13.61
8653,Lyam,Schmitt,5.6
8654,Zoé,Meyer,17.59
8655,Maël,Thomas,9.37
8656,Gabin,Noel,15.53
8657,Axel,Roux,9.12
8658,Tom,Guerin,18.93
8659,Lyam,Morel,13.56
8660,Paul,Leroy,12.37
8661,Tom,Chevalier,8.74
8662,Ayden,Blanc,11.01
8663,Iris,Masson,17.95
8664,Jules,Michel,14.42
8665,Adèle,Joly,7.77
8666,Léa,Rousseau,16.97
8667,Nathan,Petit,16.84
8668,Louise,Leroux,3.91
8669,Lina,Lecomte,14.82
8670,Elio,Pierre,3.32
8671,Rose,Bonnet,0.92
8672,Olivia,David,18.0
8673,Gabin,Barbier,6.76
8674,Luna,Mathieu,4.57
8675,Axel,Benoit,15.69
8676,Ava,Chevalier,10.13
8677,Victoire,Bernard,7.48
8678,Eden,Dubois,8.47
8679,Malo,Pierre,19.65
8680,Eden,Lucas,16.49
8681,Robin,Olivier,15.02
8682,Alix,Moreau,13.51
8683,Jules,Leroux,9.76
8684,Lyana,Noel,0.81
8685,Liam,Caron,10.09
8686,Inès,Laurent,19.68
8687,Juliette,Muller,19.13
8688,Nour,Bourgeois,9.86
8689,Jeanne,Fontaine,15.11
8690,Lina,Lacroix,6.43
8691,Eden,Marchand,19.75
8692,Milo,Colin,12.88
8693,Nour,Picard,19.0
8694,Louise,Fabre,2.78
8695,Léo,Guerin,7.17
8696,Isaac,Durand,2.17
8697,Alma,Lambert,0.18
8698,Alix,Blanchard,4.8
8699,Lola,Lambert,15.8
8700,Nino,Masson,10.82
8701,Lyana,Brun,16.56
8702,Augustin,Schmitt,19.58
8703,Adèle,Francois,13.53
8704,Gabin,Dubois,7.44
8705,Léa,Rolland,3.86
8706,Robin,Lambert,13.08
8707,Lucas,Durand,3.32
8708,Nour,Simon,19.63
8709,Adam,Colin,15.95
8710,Mohamed,Schmitt,4.0
8711,Charlotte,Garcia,4.41
8712,Emy,Gautier,13.67
8713,Mathis,Garnier,16.69
8714,Eliott,Lecomte,15.78
8715,Julia,Picard,5.75
8716,Léon,Bourgeois,12.0
8717,Charlotte,Lacroix,9.04
8718,Léa,Lambert,0.33
8719,Aaron,Michel,9.62
8720,Lucie,Petit,1.26
8721,Eliott,Fontaine,9.36
8722,Lucie,Roussel,4.82
8723,Mila,Riviere,12.54
8724,Mya,Gauthier,12.78
8725,Inaya,Guerin,8.26
8726,Eva,Henry,7.35
8727,Timéo,Dubois,15.42
8728,Ayden,Bourgeois,12.85
8729,Olivia,Lucas,5.19
8730,Alix,Pierre,13.13
8731,Ethan,Laurent,7.68
8732,Marceau,Roy,17.21
8733,Hugo,Faure,19.14
8734,Léo,Payet,5.13
8735,Imran,Martinez,5.39
8736,Inaya,Lecomte,15.69
8737,Eden,Andre,11.41
8738,Elio,Martinez,6.98
8739,Valentin,Olivier,11.44
8740,Olivia,Michel,14.9
8741,Zoé,Blanc,13.44
8742,Malo,Pierre,9.59
8743,Rose,Colin,10.23
8744,Mila,Blanc,18.04
8745,Paul,Leroy,6.13
8746,Ava,Marie,18.83
8747,Tiago,Aubert,14.56
8748,Robin,Fournier,18.79
8749,Lyam,Mercier,14.89
8750,Noé,David,4.87
8751,Arthur,Noel,19.08
8752,Gabriel,Vincent,18.1
8753,Marius,Robin,2.33
8754,Tiago,Rousseau,9.81
8755,Luna,Lefevre,9.43
8756,Jeanne,Gerard,8.15
8757,Nino,Mercier,9.78
8758,Mohamed,Bernard,9.86
8759,Léonie,Rolland,13.47
8760,Victor,Garcia,3.97
8761,Sacha,Simon,19.15
8762,Olivia,Gerard,1.98
8763,Jules,Meyer,14.29
8764,Elio,Faure,5.96
8765,Alix,Caron,6.39
8766,Romy,Dufour,19.48
8767,Mila,Noel,12.31
8768,Isaac,Noel,15.36
8769,Lou,Gaillard,15.51
8770,Jeanne,Gauthier,18.26
8771,Léna,Gerard,18.56
8772,Lucas,Marchand,19.12
8773,Anna,Garnier,7.45
8774,Elena,Noel,15.42
8775,Victoire,Picard,11.46
8776,Juliette,Morin,19.02
8777,Emy,Fournier,5.67
8778,Paul,Faure,9.0
8779,Léonie,Rousseau,17.23
8780,Mia,Simon,14.45
8781,Ava,Barbier,11.36
8782,Emma,Vidal,16.01
8783,Noé,Chevalier,8.46
8784,Robin,Martinez,13.01
8785,Adèle,Mercier,2.98
8786,Lucas,Aubert,18.21
8787,Rose,Roux,10.53
8788,Victoria,Lefebvre,17.01
8789,Arthur,Roussel,4.48
8790,Juliette,Guerin,14.27
8791,Chloé,Meunier,15.72
8792,Raphaël,Guillaume,13.11
8793,Anna,Dupont,2.92
8794,Arthur,Leclercq,2.2
8795,Giulia,Lacroix,4.88
8796,Lou,Morin,8.29
8797,Louis,Robert,17.77
8798,Robin,Vidal,18.96
8799,Mya,Dupont,12.56
8800,Nour,Dumont,18.77
8801,Iris,Dumont,14.41
8802,Louna,Fontaine,14.62
8803,Noé,Simon,6.93
8804,Lucie,Faure,2.33
8805,Eden,Rousseau,7.65
8806,Marius,Lemaire,13.09
8807,Eden,Legrand,3.84
8808,Charlie,Lefevre,15.29
8809,Sofia,Rousseau,11.4
8810,Ayden,Rolland,0.85
8811,Ava,Gerard,7.49
8812,Alice,Rolland,6.55
8813,Ethan,Brun,18.14
8814,Nino,Fontaine,3.37
8815,Augustin,Francois,11.38
8816,Lola,David,6.74
8817,Marius,Dufour,14.93
8818,Lola,Robin,4.67
8819,Eden,Durand,17.12
8820,Léa,Lucas,14.99
8821,Ibrahim,Schmitt,18.36
8822,Mya,Leclerc,18.29
8823,Marceau,Roger,14.9
8824,Lucas,Robert,10.43
8825,Mya,Renaud,6.99
8826,Lou,Renard,10.14
8827,Milo,Leclercq,12.69
8828,Louise,Lecomte,3.77
8829,Margaux,Riviere,9.97
8830,Imran,Marie,14.52
8831,Tom,Roux,19.48
8832,Mathis,Aubert,17.09
8833,Paul,Garnier,11.68
8834,Rose,Joly,11.7
8835,Théo,Renard,15.24
8836,Nour,Boyer,6.16
8837,Olivia,Dupont,16.16
8838,Léon,Meyer,19.96
8839,Victoria,Fournier,1.64
8840,Lina,Barbier,0.19
8841,Mohamed,Giraud,10.87
8842,Robin,Clement,9.68
8843,Ayden,Payet,8.12
8844,Eden,Morin,2.28
8845,Chloé,Andre,16.61
8846,Isaac,Muller,18.82
8847,Gabriel,Robin,10.82
8848,Liam,Roussel,13.56
8849,Mohamed,Arnaud,15.78
8850,Adèle,Caron,19.72
8851,Margaux,Leclercq,10.5
8852,Charlie,Girard,18.7
8853,Théo,Moreau,5.16
8854,Lola,Lemoine,13.61
8855,Inaya,Chevalier,18.63
8856,Théo,Richard,18.04
8857,Lyana,Mercier,9.34
8858,Louise,Leclercq,15.4
8859,Léon,Olivier,7.78
8860,Louna,Richard,11.9
8861,Lola,Clement,17.76
8862,Noah,Laurent,7.49
8863,Léon,Lucas,7.12
8864,Lina,Martin,15.24
8865,Marceau,Renard,8.48
8866,Robin,Michel,9.2
8867,Amir,Francois,17.74
8868,Jade,Brun,16.31
8869,Imran,Vincent,9.13
8870,Margaux,David,10.95
8871,Augustin,Laurent,15.67
8872,Paul,Fabre,2.4
8873,Anna,Martinez,9.41
8874,Lou,Payet,16.55
8875,Adam,Brunet,8.01
8876,Mathis,Pierre,14.53
8877,Romy,Rolland,4.73
8878,Victoria,Caron,4.89
8879,Inès,Colin,14.83
8880,Mila,Lucas,5.72
8881,Martin,Lefebvre,8.18
8882,Charlie,Renard,14.65
8883,Rayan,Noel,11.98
8884,Enzo,Olivier,11.85
8885,Lola,Roux,4.57
8886,Arthur,Simon,12.88
8887,Théo,Denis,15.23
8888,Noé,Henry,10.34
8889,Elio,Lefebvre,16.5
8890,Victoria,Dufour,1.21
8891,Elena,Brun,6.49
8892,Timéo,Schmitt,14.1
8893,Charlie,Barbier,14.72
8894,Léo,Roux,10.95
8895,Elio,Lecomte,18.42
8896,Marius,Moreau,15.31
8897,Rayan,Morin,13.87
8898,Robin,Renaud,12.86
8899,Marius,Roussel,5.71
8900,Marius,Fabre,2.83
8901,Liam,Leroux,4.45
8902,Sofia,Mercier,2.76
8903,Marceau,Noel,9.68
8904,Rayan,Dubois,8.74
8905,Louna,Benoit,19.29
8906,Léna,Benoit,3.24
8907,Marius,Roche,19.03
8908,Lucas,Clement,5.94
8909,Léa,Blanc,17.35
8910,Noah,Barbier,14.0
8911,Nour,Garcia,8.92
8912,Romane,Rolland,10.27
8913,Ambre,Legrand,11.41
8914,Timéo,Henry,2.9
8915,Léo,Lacroix,2.21
8916,Adam,Lefevre,1.53
8917,Gaspard,Lucas,6.43
8918,Elena,Riviere,12.13
8919,Adèle,Bertrand,13.02
8920,Adam,Roy,6.11
8921,Emma,Gerard,11.28
8922,Elio,Lecomte,16.52
8923,Robin,Picard,7.96
8924,Romane,Bonnet,15.15
8925,Jules,Michel,13.66
8926,Anna,Henry,6.71
8927,Nathan,Benoit,15.0
8928,Nina,Bertrand,9.84
8929,Mathis,Lucas,3.35
8930,Mohamed,Legrand,1.51
8931,Alice,Denis,10.33
8932,Eliott,Rousseau,12.59
8933,Inès,Gautier,14.4
8934,Valentin,Simon,0.56
8935,Margaux,Marie,13.7
8936,Aaron,Schmitt,6.3
8937,Paul,Schmitt,3.9
8938,Romy,Guillaume,10.75
8939,Lyam,Bernard,6.44
8940,Alix,Colin,12.82
8941,Valentin,Mathieu,6.17
8942,Lyana,Leclerc,12.21
8943,Ambre,Dufour,14.4
8944,Nour,Barbier,5.49
8945,Imran,Martin,18.75
8946,Louise,Gauthier,6.45
8947,Léon,Fournier,15.9
8948,Maël,Nicolas,12.31
8949,Mila,Noel,19.21
8950,Paul,Laurent,6.17
8951,Milo,Faure,18.34
8952,Agathe,Lemaire,1.36
8953,Noah,Lefebvre,19.59
8954,Ethan,Dumont,2.75
8955,Alice,Lambert,16.88
8956,Paul,Chevalier,1.45
8957,Alice,Gautier,9.26
8958,Margaux,Colin,3.48
8959,Victoria,Caron,6.91
8960,Charlotte,David,11.03
8961,Eva,Richard,16.92
8962,Mila,Martinez,19.97
8963,Mila,Morin,7.24
8964,Adam,David,17.52
8965,Nour,Vidal,1.14
8966,Zoé,Schmitt,16.45
8967,Jade,Bertrand,5.7
8968,Imran,Gaillard,14.07
8969,Zoé,Giraud,2.58
8970,Alix,Bonnet,7.1
8971,Inaya,Lambert,14.22
8972,Hugo,Mathieu,3.9
8973,Rayan,Lefevre,1.54
8974,Léna,Muller,9.92
8975,Victoria,Francois,0.3
8976,Margaux,Rolland,18.57
8977,Mathis,Dupont,7.58
8978,Louise,Martinez,12.57
8979,Noah,Mathieu,10.26
8980,Théo,Chevalier,18.89
8981,Léo,Clement,19.34
8982,Léo,Marie,7.26
8983,Inès,Simon,12.68
8984,Rayan,Lambert,3.58
8985,Eva,Chevalier,16.82
8986,Rose,Gautier,2.89
8987,Léna,Lambert,11.64
8988,Tiago,Lacroix,10.38
8989,Naël,Gaillard,19.64
8990,Gaspard,Rousseau,11.23
8991,Nathan,Dumont,11.68
8992,Juliette,Garnier,12.5
8993,Eden,Rolland,18.45
8994,Victoria,Fontaine,14.26
8995,Léon,Meyer,5.23
8996,Victoire,Riviere,12.97
8997,Imran,Fournier,6.83
8998,Naël,Aubert,18.72
8999,Noé,Lefebvre,16.36
9000,Iris,Vidal,15.28
9001,Elena,Fabre,3.12
9002,Liam,Martinez,16.01
9003,Gabriel,Denis,19.24
9004,Marius,Brunet,3.26
9005,Liam,Martinez,7.85
9006,Giulia,Andre,3.68
9007,Tiago,Moreau,18.8
9008,Inaya,Roger,15.11
9009,Léna,Lemoine,5.99
9010,Emy,Guillaume,3.58
9011,Nathan,Henry,5.24
9012,Lya,Brunet,18.57
9013,Enzo,Rousseau,2.75
9014,Léon,Muller,10.58
9015,Robin,Francois,8.53
9016,Mya,Thomas,14.57
9017,Robin,Masson,14.11
9018,Nathan,Boyer,0.3
9019,Lina,Garcia,18.58
9020,Noah,Leclercq,12.47
9021,Léa,Guillaume,13.19
9022,Tiago,Michel,18.64
9023,Eden,Masson,2.74
9024,Jeanne,Rey,13.55
9025,Gaspard,Gauthier,19.96
9026,Alba,Caron,11.78
9027,Victor,Leclercq,4.67
9028,Sofia,Lemaire,12.32
9029,Louise,Meunier,2.25
9030,Jeanne,Francois,6.06
9031,Naël,Perrin,6.66
9032,Malo,Lemoine,8.66
9033,Liam,Robin,16.69
9034,Paul,Leclerc,16.73
9035,Victoria,Meyer,9.8
9036,Nina,Marie,19.4
9037,Léonie,Henry,17.4
9038,Luna,Lecomte,11.98
9039,Elena,Dufour,6.15
9040,Mathis,Joly,1.61
9041,Gabriel,Perrin,10.5
9042,Rose,Richard,6.42
9043,Nino,Vidal,3.09
9044,Mohamed,Michel,17.82
9045,Paul,Girard,19.06
9046,Anna,Mathieu,12.83
9047,Adam,Francois,7.52
9048,Lucie,Leroux,10.53
9049,Mohamed,Vidal,12.15
9050,Alix,Bourgeois,1.0
9051,Alice,Fournier,19.75
9052,Victoria,Gauthier,13.34
9053,Elena,Bernard,9.16
9054,Juliette,Fabre,9.47
9055,Ava,Nicolas,6.42
9056,Nino,Gauthier,14.54
9057,Sofia,Lucas,3.41
9058,Chloé,Richard,14.47
9059,Lyam,Guerin,12.83
9060,Lya,Joly,7.21
9061,Théo,Marchand,2.36
9062,Mathis,Lemoine,19.99
9063,Victoire,Arnaud,15.02
9064,Victoire,Gauthier,4.36
9065,Louise,Leclerc,18.33
9066,Jules,Andre,14.06
9067,Iris,Durand,8.66
9068,Ava,Martinez,1.52
9069,Agathe,Fabre,15.85
9070,Léna,Marie,6.47
9071,Imran,Henry,0.33
9072,Lya,Vidal,9.78
9073,Sofia,Durand,8.52
9074,Adèle,Girard,16.31
9075,Martin,Lefevre,17.4
9076,Lou,Meyer,0.5
9077,Iris,Meyer,0.78
9078,Lucas,Fournier,9.77
9079,Nino,Lacroix,3.44
9080,Victoria,Payet,11.57
9081,Léna,Martin,16.33
9082,Inès,Martin,17.68
9083,Elena,Lemaire,5.69
9084,Inaya,Chevalier,19.85
9085,Enzo,Lefevre,7.78
9086,Léonie,Dumas,9.57
9087,Léo,Vincent,9.51
9088,Alice,Roussel,12.39
9089,Lola,Moreau,9.99
9090,Alma,Denis,0.97
9091,Lyam,Barbier,17.01
9092,Eliott,Denis,9.09
9093,Lyam,Giraud,18.99
9094,Giulia,Leclerc,18.52
9095,Léon,Garcia,12.72
9096,Liam,Caron,6.86
9097,Augustin,Fabre,6.7
9098,Louise,Mercier,16.85
9099,Nathan,Robin,4.13
9100,Gabriel,Petit,11.49
9101,Mathis,Roux,4.86
9102,Lucas,Dubois,18.24
9103,Lya,Morel,9.34
9104,Louise,Lefebvre,9.6
9105,Olivia,David,8.62
9106,Charlotte,Leroy,17.94
9107,Isaac,Meyer,1.31
9108,Sofia,Faure,16.67
9109,Adèle,Lambert,6.52
9110,Mohamed,Lecomte,2.79
9111,Théo,Durand,1.93
9112,Aaron,Fournier,13.84
9113,Lucie,Guerin,1.24
9114,Anna,Roux,10.2
9115,Elio,Picard,4.85
9116,Léo,Leclerc,14.82
9117,Ambre,Brunet,12.82
9118,Raphaël,Roy,1.86
9119,Jade,Roussel,6.16
9120,Léa,Thomas,7.97
9121,Mia,Muller,7.88
9122,Léna,Girard,19.29
9123,Tiago,Dupont,1.14
9124,Alix,Denis,10.72
9125,Victoria,Garnier,1.32
9126,Lyana,Arnaud,13.27
9127,Mila,Marie,16.66
9128,Louna,Simon,6.09
9129,Romy,Vidal,6.39
9130,Agathe,Meyer,11.88
9131,Inès,Philippe,16.73
9132,Noah,Leroux,0.51
9133,Mathis,Rey,3.98
9134,Liam,Lecomte,18.92
9135,Marius,Dumas,14.28
9136,Iris,Joly,15.71
9137,Aaron,Riviere,19.76
9138,Arthur,Bonnet,16.52
9139,Léon,Martinez,2.51
9140,Iris,Simon,13.79
9141,Mya,Garnier,5.26
9142,Tiago,Richard,10.77
9143,Alice,Chevalier,13.51
9144,Luna,Faure,18.88
9145,Alba,Barbier,5.53
9146,Imran,Lambert,4.29
9147,Léon,Barbier,11.91
9148,Lou,Petit,15.92
9149,Anna,Morel,1.77
9150,Léna,Arnaud,16.86
9151,Anna,Colin,6.07
9152,Axel,Martinez,17.13
9153,Jade,Leclercq,17.34
9154,Margaux,Lecomte,12.54
9155,Lola,Gaillard,1.84
9156,Sofia,Caron,2.79
9157,Elio,Muller,0.15
9158,Raphaël,Dumas,1.86
9159,Elio,Muller,14.05
9160,Noé,Lemoine,8.19
9161,Charlie,Girard,0.81
9162,Lola,Lemaire,14.42
9163,Louna,Colin,16.52
9164,Charlie,Benoit,3.61
9165,Nour,Faure,10.03
9166,Alice,Mathieu,5.5
9167,Adèle,Guerin,0.05
9168,Emma,Schmitt,5.56
9169,Maël,Riviere,2.84
9170,Aaron,Roussel,0.33
9171,Charlotte,Girard,10.24
9172,Adèle,Roger,18.14
9173,Victoria,Morin,14.06
9174,Rayan,Lefebvre,1.44
9175,Margaux,Lambert,6.97
9176,Emma,Lemoine,19.69
9177,Margaux,Masson,6.0
9178,Jules,Faure,0.28
9179,Rayan,Renard,12.99
9180,Gabin,Mercier,6.06
9181,Louise,Fontaine,6.46
9182,Gaspard,Morin,7.39
9183,Sofia,Gaillard,4.4
9184,Lya,Leroux,12.36
9185,Iris,Simon,3.78
9186,Giulia,Giraud,3.68
9187,Agathe,Roger,13.68
9188,Mathis,Guillaume,14.12
9189,Nina,Bonnet,12.74
9190,Jules,Martinez,9.59
9191,Margaux,Roussel,7.38
9192,Noé,Laurent,9.25
9193,Inaya,Brun,18.8
9194,Inès,Fabre,14.22
9195,Lucas,Muller,14.38
9196,Naël,Nicolas,14.03
9197,Arthur,Legrand,5.31
9198,Victoire,Lecomte,16.5
9199,Naël,Barbier,15.75
9200,Nour,Legrand,14.4
9201,Gabin,Blanchard,17.82
9202,Louise,Roussel,19.66
9203,Rayan,Brun,5.87
9204,Inès,Fabre,7.75
9205,Lina,Schmitt,6.83
9206,Ayden,Blanchard,0.62
9207,Inaya,Dumas,15.91
9208,Adam,Aubert,16.17
9209,Lina,Legrand,11.72
9210,Lucas,Lucas,10.27
9211,Noé,Meyer,12.87
9212,Jules,Renaud,2.05
9213,Imran,Durand,16.86
9214,Lucie,Dupont,17.47
9215,Maël,Morin,19.55
9216,Jules,Henry,18.21
9217,Emy,Gerard,12.99
9218,Sofia,Rousseau,9.22
9219,Paul,Fontaine,14.73
9220,Amir,Leclercq,16.26
9221,Ava,Bertrand,11.8
9222,Lucie,Gautier,13.4
9223,Ayden,Picard,19.33
9224,Ambre,Riviere,5.18
9225,Charlie,Simon,1.37
9226,Aaron,Rousseau,10.81
9227,Lyana,Morel,17.6
9228,Paul,Leroux,4.24
9229,Inès,Bernard,10.99
9230,Paul,Faure,6.53
9231,Eden,Leroy,18.55
9232,Nina,Rolland,16.34
9233,Alba,Dupont,10.46
9234,Théo,Mathieu,7.47
9235,Léo,Robert,15.67
9236,Valentin,Marie,14.59
9237,Ibrahim,Leclercq,18.85
9238,Robin,Bernard,10.87
9239,Martin,Henry,4.39
9240,Lina,Laurent,9.73
9241,Enzo,Olivier,2.48
9242,Martin,Richard,6.11
9243,Olivia,Schmitt,5.73
9244,Maël,Michel,6.81
9245,Théo,Marie,9.45
9246,Julia,Moreau,8.61
9247,Adam,Meyer,11.86
9248,Théo,Lefevre,15.28
9249,Ethan,Fabre,0.72
9250,Sofia,Leroux,3.94
9251,Mia,Boyer,1.31
9252,Milo,Lemaire,16.25
9253,Jade,Leroux,1.28
9254,Lola,Gauthier,7.91
9255,Adèle,Dubois,10.16
9256,Luna,Morin,14.92
9257,Louna,Petit,17.85
9258,Tiago,Dupont,12.25
9259,Maël,Petit,17.63
9260,Eden,Marie,2.47
9261,Charlotte,Henry,17.58
9262,Léo,Roux,15.32
9263,Jules,Caron,15.69
9264,Eden,Chevalier,10.04
9265,Charlotte,Moreau,0.46
9266,Lou,Bertrand,19.69
9267,Alba,Roy,16.76
9268,Zoé,Morin,6.64
9269,Ethan,Blanc,18.08
9270,Lucie,David,10.41
9271,Mila,Martinez,5.08
9272,Enzo,Leclerc,15.83
9273,Imran,Schmitt,19.34
9274,Victor,Colin,7.14
9275,Jules,Bertrand,15.91
9276,Raphaël,Bonnet,4.28
9277,Léonie,Nicolas,18.44
9278,Louis,Colin,1.9
9279,Nino,Dubois,17.14
9280,Ibrahim,Denis,7.2
9281,Marius,Schmitt,4.8
9282,Enzo,Mercier,10.37
9283,Léa,Dumont,11.55
9284,Victor,Arnaud,6.78
9285,Louis,Robin,16.33
9286,Robin,Mathieu,12.03
9287,Jade,Perrin,11.07
9288,Olivia,Blanc,8.51
9289,Agathe,Benoit,3.62
9290,Liam,Meunier,17.35
9291,Théo,Laurent,9.55
9292,Rose,Picard,5.41
9293,Léa,Bernard,19.42
9294,Jules,Fabre,6.41
9295,Lola,Lacroix,14.24
9296,Zoé,Richard,1.08
9297,Tiago,Rolland,1.55
9298,Chloé,Garcia,17.7
9299,Isaac,David,13.39
9300,Julia,Vidal,1.51
9301,Aaron,Clement,2.53
9302,Ibrahim,Roche,2.0
9303,Olivia,Lacroix,12.65
9304,Eliott,Meunier,19.09
9305,Mohamed,Leroy,0.4
9306,Charlie,Petit,11.18
9307,Paul,Faure,0.16
9308,Nina,Leroux,12.43
9309,Lola,Rolland,5.8
9310,Robin,Picard,17.07
9311,Isaac,Lucas,6.38
